submission_time,todays_date,ward,hh_head_icf_language,num_houses,house_wall,house_wall_specify,house_roof,house_roof_specify,main_water_source,main_water_source_specify,toilet_type,main_lighting,main_lighting_other,household_possessions,own_cattle,num_hh_members,instanceID,KEY,wid,cluster,lng,lat
2023-07-17T12:36:10Z,2023-07-17,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,iron,NA,Covered well outside the compound,NA,Improved ventilated pit latrine,Electricity,NA,Radio Cellphone Table,no,6,uuid:014004cd-be18-4745-8037-ffe6835e40d2,uuid:014004cd-be18-4745-8037-ffe6835e40d2,2444,90,-4.651103932847393,39.38535042668731
2023-07-17T12:36:07Z,2023-07-17,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Rainwater,NA,Traditional pit latrine,Electricity,NA,Radio TV Cellphone Table Cupboard,no,1,uuid:6a3f11c9-7ea0-4754-998b-5e52b275e70e,uuid:6a3f11c9-7ea0-4754-998b-5e52b275e70e,2444,90,-4.650708408157746,39.388140650372655
2023-07-17T12:34:07Z,2023-07-15,PONGWE KIKONENI,NA,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,"None (bush, field)",Kerosene lamp,NA,Radio Cellphone,no,2,uuid:fcf9cc17-2c00-4546-b245-b36ca3395b59,uuid:fcf9cc17-2c00-4546-b245-b36ca3395b59,2433,83,-4.634689573199147,39.386016161747186
2023-07-17T12:31:38Z,2023-07-15,PONGWE KIKONENI,NA,0,blocks_cement,NA,iron,NA,Piped water inside the house,NA,Flush to pit latrine,Electricity,NA,Radio Cellphone,no,2,uuid:dcc94b25-871c-4293-b65f-cd04f88e2605,uuid:dcc94b25-871c-4293-b65f-cd04f88e2605,2431,83,-4.625144259055571,39.38741217427993
2023-07-17T12:26:30Z,2023-07-16,PONGWE KIKONENI,Swahili,2,blocks_cement,NA,iron,NA,Piped water within compound,NA,Flush to pit latrine,Electricity,NA,Radio Cellphone,no,7,uuid:2fefff06-42f0-4cd1-973e-f8dc832b3b0f,uuid:2fefff06-42f0-4cd1-973e-f8dc832b3b0f,2437,90,-4.640334006093136,39.38475721525781
2023-07-17T12:26:28Z,2023-07-15,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Piped water inside the house,NA,Flush to pit latrine,Electricity,NA,TV Radio Table Cellphone,no,5,uuid:c0a46909-7052-46b2-8793-57e119f6ba3d,uuid:c0a46909-7052-46b2-8793-57e119f6ba3d,2437,90,-4.639284356551208,39.384751606631355
2023-07-17T12:26:24Z,2023-07-15,PONGWE KIKONENI,Swahili,3,blocks_cement,NA,iron,NA,Open well inside the compound,NA,Flush to pit latrine,Electricity,NA,Cellphone,no,1,uuid:e4526db7-8f0c-4431-9277-747670867387,uuid:e4526db7-8f0c-4431-9277-747670867387,2437,90,-4.6422723205878444,39.38458426428406
2023-07-17T12:26:22Z,2023-07-15,PONGWE KIKONENI,Swahili,3,blocks_cement,NA,iron,NA,Open well inside the compound,NA,Flush to pit latrine,Electricity,NA,Radio Cellphone,no,1,uuid:d7176810-7e6a-40c4-adc2-e12fa4dc5e95,uuid:d7176810-7e6a-40c4-adc2-e12fa4dc5e95,2437,90,-4.641060167389007,39.384683688886014
2023-07-17T12:24:25Z,2023-07-16,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Borehole with manual pump outside the compound,NA,Flush to septic tank,Solar panel,NA,Radio Cellphone Sofa Table,no,1,uuid:4dbb803a-84e7-4bab-bc3c-ac25955bf0e5,uuid:4dbb803a-84e7-4bab-bc3c-ac25955bf0e5,2441,90,-4.639856394871155,39.38603635973343
2023-07-17T12:24:23Z,2023-07-16,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Improved ventilated pit latrine,Solar panel,NA,Radio Table,no,8,uuid:253c2ebd-efbf-4b85-aeff-7651cebe0e05,uuid:253c2ebd-efbf-4b85-aeff-7651cebe0e05,2441,90,-4.6474097474381475,39.38694120840323
2023-07-17T12:24:22Z,2023-07-16,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Improved ventilated pit latrine,Solar panel,NA,Radio Cellphone Table,no,9,uuid:6f173d61-2e3d-4c53-b417-1853b442b0ae,uuid:6f173d61-2e3d-4c53-b417-1853b442b0ae,2441,90,-4.645782314998764,39.38605947080446
2023-07-17T12:24:21Z,2023-07-16,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,iron,NA,Piped water inside the house,NA,Flush to pit latrine,Electricity,NA,TV Cellphone,no,1,uuid:e22b2726-8a1f-4c95-9605-2022c4b4d3af,uuid:e22b2726-8a1f-4c95-9605-2022c4b4d3af,2441,90,-4.64638627161811,39.38574631557231
2023-07-17T12:24:20Z,2023-07-16,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,iron,NA,Piped water inside the house,NA,Flush to pit latrine,Electricity,NA,Radio Cellphone Table,no,2,uuid:a23f4a7f-fe31-4f13-a635-8f0e0f753208,uuid:a23f4a7f-fe31-4f13-a635-8f0e0f753208,2441,90,-4.644285640515936,39.38562270673927
2023-07-17T12:24:19Z,2023-07-15,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Improved ventilated pit latrine,Solar panel,NA,Cellphone,no,4,uuid:1f2bbe29-91ff-42c2-b737-358f8947d4d8,uuid:1f2bbe29-91ff-42c2-b737-358f8947d4d8,2441,90,-4.647140627860699,39.38634231776198
2023-07-17T12:24:18Z,2023-07-15,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Improved ventilated pit latrine,Solar panel,NA,Radio Cellphone,no,1,uuid:abaa4f1d-d5a6-4489-8bdc-62df3d8f1c3f,uuid:abaa4f1d-d5a6-4489-8bdc-62df3d8f1c3f,2441,90,-4.6449572255041165,39.386500017566114
2023-07-17T12:24:16Z,2023-07-15,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Borehole with manual pump inside the compound,NA,Flush to septic tank,Solar panel,NA,Radio Cellphone TV Sofa Table Cupboard,no,2,uuid:5928bd99-ee02-46b6-b148-a09b37fff08e,uuid:5928bd99-ee02-46b6-b148-a09b37fff08e,2441,90,-4.63675645323417,39.3877769163593
2023-07-17T12:23:05Z,2023-07-16,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Piped water outside the compound,NA,Flush to pit latrine,Electricity,NA,Radio TV Cellphone,no,7,uuid:db12801f-0e0d-4624-a7e3-5bdc50d4bf7b,uuid:db12801f-0e0d-4624-a7e3-5bdc50d4bf7b,2443,90,-4.6435095952553365,39.38242367472202
2023-07-17T12:23:04Z,2023-07-16,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Piped water outside the compound,NA,Flush to pit latrine,Electricity,NA,None,no,5,uuid:a4c7a3cf-5b9f-4cac-ac69-46bb8cc2d006,uuid:a4c7a3cf-5b9f-4cac-ac69-46bb8cc2d006,2443,90,-4.649275807448544,39.382569385254314
2023-07-17T12:22:59Z,2023-07-15,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Piped water within compound,NA,Flush to pit latrine,Electricity,NA,TV Cellphone Table,no,4,uuid:4f1e9326-1956-42b5-9ab4-29704401e9f4,uuid:4f1e9326-1956-42b5-9ab4-29704401e9f4,2443,90,-4.649552249521444,39.38315673761772
2023-07-17T12:22:58Z,2023-07-14,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Piped water outside the compound,NA,Flush to pit latrine,Electricity,NA,Radio TV Cellphone Sofa Table,no,6,uuid:58ff7eb1-d85d-4062-8ea0-39c1709e5537,uuid:58ff7eb1-d85d-4062-8ea0-39c1709e5537,2443,90,-4.647287622563835,39.38481992025053
2023-07-17T12:21:08Z,2023-07-17,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Borehole with manual pump inside the compound,NA,Traditional pit latrine,other,Touch,Table,no,1,uuid:a3b01702-b5ff-4e58-bffd-6db651bd2dc4,uuid:a3b01702-b5ff-4e58-bffd-6db651bd2dc4,2523,66,-4.588137723878768,39.35482605816814
2023-07-17T12:21:07Z,2023-07-17,PONGWE KIKONENI,Swahili,3,mud,NA,palm,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone Radio Table,yes,7,uuid:7c3053fe-185e-4351-ab26-5be83baf6dbd,uuid:7c3053fe-185e-4351-ab26-5be83baf6dbd,2523,66,-4.581292998686616,39.35177939262997
2023-07-17T12:21:04Z,2023-07-17,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Borehole with manual pump outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio Cellphone Table,no,9,uuid:751a3040-ed92-47c7-a34b-54c3cf8de8ce,uuid:751a3040-ed92-47c7-a34b-54c3cf8de8ce,2523,66,-4.577989065929637,39.35539361133822
2023-07-17T12:20:14Z,2023-07-15,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Batteries,NA,Cellphone,no,1,uuid:e9262679-891c-458f-8bfd-44b2826e3c71,uuid:e9262679-891c-458f-8bfd-44b2826e3c71,2505,25,-4.496681373934463,39.37200162520564
2023-07-17T12:20:13Z,2023-07-15,PONGWE KIKONENI,Swahili,3,mud,NA,iron,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio Cellphone Table,yes,4,uuid:78154083-6f72-4691-8f22-fec8a4afacd9,uuid:78154083-6f72-4691-8f22-fec8a4afacd9,2505,25,-4.492864975655855,39.36659525108703
2023-07-17T12:20:12Z,2023-07-15,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Cellphone,no,5,uuid:3e54cfc2-5bb7-4acd-aed4-61a06a1adcf1,uuid:3e54cfc2-5bb7-4acd-aed4-61a06a1adcf1,2505,25,-4.5031568542865905,39.370116517994894
2023-07-17T12:18:46Z,2023-07-15,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,iron,NA,Open well inside the compound,NA,Flush to pit latrine,Electricity,NA,Cellphone Table,no,1,uuid:6bd701c0-ab0b-4534-9658-6959f92e6a60,uuid:6bd701c0-ab0b-4534-9658-6959f92e6a60,2442,90,-4.636866275138744,39.383076704301075
2023-07-17T12:18:45Z,2023-07-06,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Piped water inside the house,NA,Flush to pit latrine,Electricity,NA,Radio TV Cellphone Sofa Table Cupboard,no,9,uuid:7b8dfba8-e0cd-466d-be34-52d588814825,uuid:7b8dfba8-e0cd-466d-be34-52d588814825,2442,90,-4.650618299602761,39.382157876023435
2023-07-17T12:12:11Z,2023-07-17,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,"None (bush, field)",Electricity,NA,Cellphone,no,7,uuid:aef8414b-5dca-471f-aa70-378b30e9bc0b,uuid:aef8414b-5dca-471f-aa70-378b30e9bc0b,2469,95,-4.636025455960084,39.342092855697246
2023-07-17T12:12:09Z,2023-07-16,PONGWE KIKONENI,NA,2,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Electricity,NA,None,no,4,uuid:50fa66d4-eaef-4995-bd72-dbe91c1404cc,uuid:50fa66d4-eaef-4995-bd72-dbe91c1404cc,2469,95,-4.632847004519524,39.3408657469189
2023-07-17T12:12:08Z,2023-07-16,PONGWE KIKONENI,NA,2,blocks_cement,NA,iron,NA,Open well inside the compound,NA,"None (bush, field)",Electricity,NA,Radio Cellphone,no,10,uuid:9d31f8d5-3d21-499c-8700-097dce308ab0,uuid:9d31f8d5-3d21-499c-8700-097dce308ab0,2469,95,-4.639455938277432,39.34079367788327
2023-07-17T12:12:05Z,2023-07-15,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,palm,NA,Open well outside the compound,NA,Flush to pit latrine,Electricity,NA,Radio TV Cellphone Sofa Table Cupboard,no,8,uuid:2e5fc48e-c23e-4cac-9518-0912a23a4624,uuid:2e5fc48e-c23e-4cac-9518-0912a23a4624,2469,95,-4.6400546819831066,39.341543700023
2023-07-17T12:12:00Z,2023-07-15,PONGWE KIKONENI,NA,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,"None (bush, field)",Electricity,NA,Cellphone,no,10,uuid:9bfd4aaf-e939-454f-a8d2-532237a2156c,uuid:9bfd4aaf-e939-454f-a8d2-532237a2156c,2469,95,-4.6333180590038365,39.34097548254818
2023-07-17T12:11:08Z,2023-07-17,PONGWE KIKONENI,NA,1,blocks_mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",other,Torch,Table,no,3,uuid:b191098c-abc2-485f-a1b2-460d6e1def62,uuid:b191098c-abc2-485f-a1b2-460d6e1def62,2463,91,-4.641521458704438,39.35677002495942
2023-07-17T12:11:07Z,2023-07-17,PONGWE KIKONENI,NA,1,blocks_mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",other,Torch,Radio Cellphone,no,2,uuid:1ee55389-72d6-47af-be3b-4223562e2c2a,uuid:1ee55389-72d6-47af-be3b-4223562e2c2a,2463,91,-4.634231966236461,39.356951656530235
2023-07-17T12:11:05Z,2023-07-16,PONGWE KIKONENI,Swahili,1,blocks_mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio Cellphone Table,no,2,uuid:d021e4bc-8f6d-4c74-b0b6-7b4b8633f1f5,uuid:d021e4bc-8f6d-4c74-b0b6-7b4b8633f1f5,2463,91,-4.634544964566804,39.35889921673949
2023-07-17T12:11:04Z,2023-07-16,PONGWE KIKONENI,NA,1,blocks_mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",other,Torch,Radio Table,no,4,uuid:8d5d8de8-5a18-4c30-bd16-681c74421919,uuid:8d5d8de8-5a18-4c30-bd16-681c74421919,2463,91,-4.633394946806794,39.358884249807595
2023-07-17T12:11:02Z,2023-07-15,PONGWE KIKONENI,Swahili,1,blocks_mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio Cellphone Table,no,11,uuid:557b6de9-8f3d-471b-87c7-6538a2b336a6,uuid:557b6de9-8f3d-471b-87c7-6538a2b336a6,2463,91,-4.636105954157497,39.35705327151882
2023-07-17T12:11:01Z,2023-07-15,PONGWE KIKONENI,Swahili,2,blocks_cement,NA,iron,NA,Open well inside the compound,NA,"None (bush, field)",Solar panel,NA,TV Cellphone Table,no,7,uuid:653dca7f-f942-4947-b3de-a21330e42d8d,uuid:653dca7f-f942-4947-b3de-a21330e42d8d,2463,91,-4.636103882947396,39.35725190513204
2023-07-17T12:04:36Z,2023-07-17,RAMISI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,Flush to pit latrine,Solar panel,NA,Cellphone,no,2,uuid:523687f7-dd2c-455b-944a-383e145428e4,uuid:523687f7-dd2c-455b-944a-383e145428e4,2479,3,-4.465600953001116,39.413828289354434
2023-07-17T12:04:35Z,2023-07-17,RAMISI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,Flush to pit latrine,Solar panel,NA,Cellphone,no,4,uuid:07ac848a-4c8a-4972-a991-136b2bbdc599,uuid:07ac848a-4c8a-4972-a991-136b2bbdc599,2479,3,-4.457692503101119,39.41418373927964
2023-07-17T12:02:46Z,2023-07-16,PONGWE KIKONENI,Swahili,1,mud,NA,iron,NA,Borehole with manual pump inside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone,yes,7,uuid:d343d81d-c0d7-4761-83c6-063e2a132fa1,uuid:d343d81d-c0d7-4761-83c6-063e2a132fa1,2558,44,-4.530745636511729,39.34361717770938
2023-07-17T12:02:45Z,2023-07-16,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Rainwater,NA,Traditional pit latrine,Solar panel,NA,Radio Cellphone Sofa Table Cupboard TV,yes,8,uuid:ee4997dd-3cec-4e4a-80c1-e8f0ff5b1721,uuid:ee4997dd-3cec-4e4a-80c1-e8f0ff5b1721,2558,44,-4.517384257363882,39.34896242101756
2023-07-17T12:02:43Z,2023-07-16,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio TV Cellphone Sofa Table,no,3,uuid:8b1163c6-3e6a-4f5a-87b3-6029284a989f,uuid:8b1163c6-3e6a-4f5a-87b3-6029284a989f,2558,44,-4.51727876905124,39.34848020722045
2023-07-17T12:02:42Z,2023-07-15,PONGWE KIKONENI,NA,1,blocks_cement,NA,iron,NA,Borehole with manual pump outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone Table,no,3,uuid:3060e13b-411a-4dd8-a139-e948dd79e12b,uuid:3060e13b-411a-4dd8-a139-e948dd79e12b,2558,44,-4.521300022154031,39.34486344711911
2023-07-17T12:00:42Z,2023-07-17,RAMISI,NA,1,mud,NA,palm,NA,Water collected directly from the river or ponds,NA,Traditional pit latrine,Kerosene lamp,NA,Cellphone,no,3,uuid:20eb3e00-a51d-4fe9-97c6-be439dc1d93f,uuid:20eb3e00-a51d-4fe9-97c6-be439dc1d93f,2477,2,-4.468515584302805,39.42851731734188
2023-07-17T11:59:45Z,2023-07-17,PONGWE KIKONENI,NA,2,mud,NA,palm,NA,Covered well outside the compound,NA,"None (bush, field)",Solar panel,NA,Cellphone,no,4,uuid:46610aa7-5629-40c5-a3d8-954f80558f46,uuid:46610aa7-5629-40c5-a3d8-954f80558f46,2504,35,-4.5195201670599054,39.379768532488725
2023-07-17T11:59:45Z,2023-07-17,PONGWE KIKONENI,NA,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Cellphone,no,8,uuid:0ce89ea7-5b90-4377-93f8-5239ef35bf3c,uuid:0ce89ea7-5b90-4377-93f8-5239ef35bf3c,2504,35,-4.511169076261587,39.379005650566214
2023-07-17T11:59:40Z,2023-07-16,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio Cellphone,no,4,uuid:9f6fc317-ce4f-49fd-87fa-1938e31be8d4,uuid:9f6fc317-ce4f-49fd-87fa-1938e31be8d4,2504,35,-4.510469979120674,39.379405569219216
2023-07-17T11:59:33Z,2023-07-17,PONGWE KIKONENI,NA,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Batteries,NA,Cellphone,no,9,uuid:c3b1a2a1-550d-467f-81c8-6bc31b7b4ba7,uuid:c3b1a2a1-550d-467f-81c8-6bc31b7b4ba7,2462,89,-4.633129528075067,39.34899764172625
2023-07-17T11:59:30Z,2023-07-15,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,"None (bush, field)",Kerosene lamp,NA,Cellphone,no,9,uuid:0d8bbb45-5d4e-4074-b350-ffb63d14e858,uuid:0d8bbb45-5d4e-4074-b350-ffb63d14e858,2462,89,-4.6266350569797,39.3487136035844
2023-07-17T11:58:28Z,2023-07-17,PONGWE KIKONENI,Swahili,2,mud,NA,palm,NA,Water collected directly from the river or ponds,NA,"None (bush, field)",Solar panel,NA,Radio TV Cellphone Table,yes,9,uuid:89911c35-2a3f-46cb-9a8b-1a96ff16018e,uuid:89911c35-2a3f-46cb-9a8b-1a96ff16018e,2495,25,-4.503571826346247,39.37674783253705
2023-07-17T11:58:27Z,2023-07-17,PONGWE KIKONENI,Swahili,2,mud,NA,palm,NA,Borehole with manual pump inside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio Cellphone,no,3,uuid:9260ef76-242e-4a28-a09f-302c316aa729,uuid:9260ef76-242e-4a28-a09f-302c316aa729,2495,25,-4.50614330343691,39.37552067616175
2023-07-17T11:58:24Z,2023-07-17,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Water collected directly from the river or ponds,NA,"None (bush, field)",Solar panel,NA,Cellphone Table Radio,no,8,uuid:212c4055-01db-4ee3-a4a9-e29ce26f5a60,uuid:212c4055-01db-4ee3-a4a9-e29ce26f5a60,2495,25,-4.5020056551435745,39.37302024428077
2023-07-17T11:58:21Z,2023-07-16,PONGWE KIKONENI,Swahili,2,mud,NA,palm,NA,Water collected directly from the river or ponds,NA,"None (bush, field)",Solar panel,NA,Cellphone,yes,8,uuid:f53a94c7-385d-41dc-89c3-117ad4ba3c5f,uuid:f53a94c7-385d-41dc-89c3-117ad4ba3c5f,2495,25,-4.496172824473729,39.37066452413048
2023-07-17T11:58:20Z,2023-07-16,PONGWE KIKONENI,Swahili,2,mud,NA,palm,NA,Open well outside the compound,NA,Traditional pit latrine,Kerosene lamp,NA,Table,yes,4,uuid:3ede9e2f-a551-48a6-bab2-a0a172b87d2c,uuid:3ede9e2f-a551-48a6-bab2-a0a172b87d2c,2495,25,-4.502057619276256,39.36655576000802
2023-07-17T11:58:17Z,2023-07-15,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Water collected directly from the river or ponds,NA,"None (bush, field)",Solar panel,NA,Cellphone Table,no,5,uuid:114524ef-b514-49b4-b410-e17cd2b2769b,uuid:114524ef-b514-49b4-b410-e17cd2b2769b,2495,25,-4.4966841123653065,39.37252514998582
2023-07-17T11:58:15Z,2023-07-17,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Borehole with manual pump outside the compound,NA,Composting toilet,other,TORCH,Cellphone,no,1,uuid:57bad39e-3289-4101-a014-38374042dc6e,uuid:57bad39e-3289-4101-a014-38374042dc6e,2573,80,-4.575293417761805,39.287832365897664
2023-07-17T11:58:14Z,2023-07-15,PONGWE KIKONENI,NA,1,mud,NA,palm,NA,Borehole with manual pump inside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone Table,no,5,uuid:f1800eeb-9887-4026-9274-b070e9c63223,uuid:f1800eeb-9887-4026-9274-b070e9c63223,2495,25,-4.498736243607834,39.37522419647723
2023-07-17T11:58:13Z,2023-07-15,PONGWE KIKONENI,NA,2,mud,NA,palm,NA,Water collected directly from the river or ponds,NA,"None (bush, field)",Solar panel,NA,Radio Cellphone Table,yes,7,uuid:ba07c800-6e88-4d90-925d-51d00b6eb616,uuid:ba07c800-6e88-4d90-925d-51d00b6eb616,2495,25,-4.500399633874435,39.369213799737146
2023-07-17T11:58:00Z,2023-07-17,PONGWE KIKONENI,Swahili,3,mud,NA,palm,NA,Piped water outside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio Cellphone,yes,5,uuid:d4d65da3-7716-419d-a583-7bae04caed11,uuid:d4d65da3-7716-419d-a583-7bae04caed11,2416,59,-4.578629378097222,39.36933419155048
2023-07-17T11:57:55Z,2023-07-17,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,palm,NA,Borehole with manual pump outside the compound,NA,Improved ventilated pit latrine,Solar panel,NA,Cellphone Table,no,2,uuid:b93976fe-981d-40fd-b99d-762a5f932547,uuid:b93976fe-981d-40fd-b99d-762a5f932547,2416,59,-4.574892151889534,39.368560271925624
2023-07-17T11:57:54Z,2023-07-17,PONGWE KIKONENI,Swahili,2,blocks_mud,NA,iron,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio TV Cellphone,yes,1,uuid:53ebaaa2-a015-4274-9aca-2210c2a87cbd,uuid:53ebaaa2-a015-4274-9aca-2210c2a87cbd,2416,59,-4.579970087679004,39.36885037806121
2023-07-17T11:57:24Z,2023-07-16,PONGWE KIKONENI,NA,2,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio Cellphone,yes,10,uuid:bc5f41ba-a2b2-49d6-8dd7-1c168adb0d07,uuid:bc5f41ba-a2b2-49d6-8dd7-1c168adb0d07,2504,35,-4.513024352894299,39.38313595964751
2023-07-17T11:57:23Z,2023-07-15,PONGWE KIKONENI,English,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Firewood,NA,Cellphone,no,2,uuid:e6741c9a-9c09-4fcb-bfe9-53881fed9413,uuid:e6741c9a-9c09-4fcb-bfe9-53881fed9413,2504,35,-4.508743540837612,39.37928824799609
2023-07-17T11:57:22Z,2023-07-15,PONGWE KIKONENI,English,2,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Kerosene lamp,NA,Radio,no,7,uuid:a138e899-57fc-4fba-8cbf-6dea3e0de50d,uuid:a138e899-57fc-4fba-8cbf-6dea3e0de50d,2504,35,-4.509653224584626,39.37928557262234
2023-07-17T11:57:21Z,2023-07-15,PONGWE KIKONENI,NA,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Table,no,7,uuid:e0118954-7307-4995-a9e5-36a65493baef,uuid:e0118954-7307-4995-a9e5-36a65493baef,2504,35,-4.513010600286341,39.379297404459344
2023-07-17T11:57:16Z,2023-07-17,RAMISI,Swahili,1,mud,NA,palm,NA,Piped water outside the compound,NA,Traditional pit latrine,Electricity,NA,Cellphone,no,1,uuid:0f0fedcc-c446-412e-9561-3dfc30c163fe,uuid:0f0fedcc-c446-412e-9561-3dfc30c163fe,2480,3,-4.460592483006558,39.41338513824209
2023-07-17T11:57:05Z,2023-07-17,RAMISI,Swahili,1,mud,NA,palm,NA,Piped water outside the compound,NA,Traditional pit latrine,Kerosene lamp,NA,None,yes,2,uuid:e49f00b1-a277-43d4-b119-fcb47bd6e226,uuid:e49f00b1-a277-43d4-b119-fcb47bd6e226,2478,3,-4.463468983228108,39.41585871376283
2023-07-17T11:57:02Z,2023-07-17,RAMISI,Swahili,1,mud,NA,iron,NA,Piped water outside the compound,NA,Improved ventilated pit latrine,Solar panel,NA,None,no,10,uuid:1c3da843-5012-47a0-9180-f7ee867e17c1,uuid:1c3da843-5012-47a0-9180-f7ee867e17c1,2478,3,-4.461679215586298,39.41501336506874
2023-07-17T11:56:33Z,2023-07-16,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Covered well inside the compound,NA,"None (bush, field)",Kerosene lamp,NA,Cellphone,no,5,uuid:01978970-ad5e-4937-98d0-42835b6e7db6,uuid:01978970-ad5e-4937-98d0-42835b6e7db6,2496,26,-4.509247916173341,39.37934556952068
2023-07-17T11:56:32Z,2023-07-16,PONGWE KIKONENI,NA,2,mud,NA,palm,NA,Piped water outside the compound,NA,"None (bush, field)",Firewood,NA,Cellphone,yes,4,uuid:c69e8a6d-a53f-4289-9b20-71cc148d9e36,uuid:c69e8a6d-a53f-4289-9b20-71cc148d9e36,2496,26,-4.5079681492481605,39.378590931195994
2023-07-17T11:53:15Z,2023-07-17,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Improved ventilated pit latrine,Electricity,NA,Cellphone Table Radio,no,1,uuid:0d9cce88-d17f-4f61-bcca-d563360353e9,uuid:0d9cce88-d17f-4f61-bcca-d563360353e9,2468,95,-4.633089670041152,39.34218914678494
2023-07-17T11:53:09Z,2023-07-17,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Improved ventilated pit latrine,Electricity,NA,Radio TV Cellphone Table,no,2,uuid:8dbd81f7-ac48-4c3e-bd9e-3ee8479cd776,uuid:8dbd81f7-ac48-4c3e-bd9e-3ee8479cd776,2468,95,-4.63417041473674,39.34232670407685
2023-07-17T11:50:43Z,2023-07-17,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,"None (bush, field)",Electricity,NA,None,no,10,uuid:a4395fe8-ebd4-4a7c-939a-55f016b270da,uuid:a4395fe8-ebd4-4a7c-939a-55f016b270da,2471,95,-4.6306535128086495,39.341392275717624
